tag,text
p,"linear_model.Ridge (with solver=""svd"" )"
p,linear_model.RidgeCV (see Note on device support for float64 )
p,"linear_model.RidgeClassifier (with solver=""svd"" )"
p,linear_model.RidgeClassifierCV (see Note on device support for float64 )
p,"discriminant_analysis.LinearDiscriminantAnalysis (with solver=""svd"" )"
p,preprocessing.Binarizer
p,preprocessing.KernelCenterer
p,preprocessing.LabelBinarizer (with sparse_output=False )
p,preprocessing.LabelEncoder
p,preprocessing.MaxAbsScaler
p,preprocessing.MinMaxScaler
p,preprocessing.Normalizer
p,preprocessing.PolynomialFeatures
p,preprocessing.StandardScaler (see Note on device support for float64 )
p,"mixture.GaussianMixture (with init_params=""random"" or init_params=""random_from_data"" and warm_start=False )"
p,"Meta-estimators that accept Array API inputs conditioned on the fact that the
base estimator also does:"
p,"calibration.CalibratedClassifierCV (with method=""temperature"" )"
p,pipeline.FeatureUnion
p,model_selection.GridSearchCV
p,model_selection.RandomizedSearchCV
p,model_selection.HalvingGridSearchCV
p,model_selection.HalvingRandomSearchCV
p,sklearn.metrics.accuracy_score
p,sklearn.metrics.average_precision_score
p,sklearn.metrics.balanced_accuracy_score
p,sklearn.metrics.brier_score_loss
p,sklearn.metrics.calinski_harabasz_score
p,sklearn.metrics.cohen_kappa_score
p,sklearn.metrics.confusion_matrix
p,sklearn.metrics.d2_absolute_error_score
p,sklearn.metrics.d2_brier_score
p,sklearn.metrics.d2_log_loss_score
p,sklearn.metrics.d2_pinball_score
p,sklearn.metrics.d2_tweedie_score
p,sklearn.metrics.det_curve
p,sklearn.metrics.explained_variance_score
p,sklearn.metrics.f1_score
p,sklearn.metrics.fbeta_score
p,sklearn.metrics.hamming_loss
p,sklearn.metrics.jaccard_score
p,sklearn.metrics.log_loss
p,sklearn.metrics.max_error
p,sklearn.metrics.mean_absolute_error
p,sklearn.metrics.mean_absolute_percentage_error
p,sklearn.metrics.mean_gamma_deviance
p,sklearn.metrics.mean_pinball_loss
p,sklearn.metrics.mean_poisson_deviance
p,sklearn.metrics.mean_squared_error
p,sklearn.metrics.mean_squared_log_error
p,sklearn.metrics.mean_tweedie_deviance
p,sklearn.metrics.median_absolute_error
p,sklearn.metrics.multilabel_confusion_matrix
p,sklearn.metrics.pairwise.additive_chi2_kernel
p,sklearn.metrics.pairwise.chi2_kernel
p,sklearn.metrics.pairwise.cosine_similarity
p,sklearn.metrics.pairwise.cosine_distances
p,"sklearn.metrics.pairwise_distances (only supports “cosine”, “euclidean”, “manhattan” and “l2” metrics)"
p,sklearn.metrics.pairwise_distances_argmin
p,sklearn.metrics.pairwise.euclidean_distances (see Note on device support for float64 )
p,sklearn.metrics.pairwise.laplacian_kernel
p,sklearn.metrics.pairwise.linear_kernel
p,sklearn.metrics.pairwise.manhattan_distances
p,sklearn.metrics.pairwise.paired_cosine_distances
p,sklearn.metrics.pairwise.paired_euclidean_distances
p,sklearn.metrics.pairwise.paired_manhattan_distances
p,sklearn.metrics.pairwise.pairwise_kernels
p,sklearn.metrics.pairwise.polynomial_kernel
p,sklearn.metrics.pairwise.rbf_kernel (see Note on device support for float64 )
p,sklearn.metrics.pairwise.sigmoid_kernel
p,sklearn.metrics.precision_score
p,sklearn.metrics.precision_recall_curve
p,sklearn.metrics.precision_recall_fscore_support
p,sklearn.metrics.r2_score
p,sklearn.metrics.recall_score
p,sklearn.metrics.roc_curve
p,sklearn.metrics.root_mean_squared_error
p,sklearn.metrics.root_mean_squared_log_error
p,sklearn.metrics.zero_one_loss
p,preprocessing.label_binarize (with sparse_output=False )
p,model_selection.cross_val_predict
p,model_selection.train_test_split
p,utils.check_consistent_length
p,"Estimators and scoring functions are able to accept input arrays
from different array libraries and/or devices. When a mixed set of input arrays is
passed, scikit-learn converts arrays as needed to make them all consistent."
p,"For estimators, the rule is “everything follows X “ - mixed array inputs are
converted so that they all match the array library and device of X .
For scoring functions the rule is “everything follows y_pred “ - mixed array
inputs are converted so that they all match the array library and device of y_pred ."
p,"When a function or method has been called with array API compatible inputs, the
convention is to return arrays from the same array library and on the same
device as the input data."
p,"When an estimator is fitted with an array API compatible X , all other
array inputs, including constructor arguments, (e.g., y , sample_weight )
will be converted to match the array library and device of X , if they do not already.
This behaviour enables switching from processing on the CPU to processing
on the GPU at any point within a pipeline."
p,"This allows estimators to accept mixed input types, enabling X to be moved
to a different device within a pipeline, without explicitly moving y .
Note that scikit-learn pipelines do not allow transformation of y (to avoid leakage )."
p,"Take for example a pipeline where X and y both start on CPU, and go through
the following three steps:"
p,"TargetEncoder , which will transform categorial X but also requires y , meaning both X and y need to be on CPU."
p,"FunctionTransformer(func=partial(torch.asarray, device=""cuda"")) ,
which moves X to GPU, to improve performance in the next step."
p,"Ridge , whose performance can be improved when
passed arrays on a GPU, as they can handle large matrix operations very efficiently."
p,"X initially contains categorical string data (thus needs to be on CPU), which is
target encoded to numerical values in TargetEncoder . X is then explicitly moved to GPU to improve the performance of Ridge . y cannot be transformed by the pipeline
(recall scikit-learn pipelines do not allow transformation of y ) but as Ridge is able to accept mixed input types,
this is not a problem and the pipeline is able to be run."
p,"The fitted attributes of an estimator fitted with an array API compatible X , will
be arrays from the same library as the input and stored on the same device.
The predict and transform method subsequently expect
inputs from the same array library and device as the data passed to the fit method."
p,"When an array API compatible y_pred is passed to a scoring function,
all other array inputs (e.g., y_true , sample_weight ) will be converted
to match the array library and device of y_pred , if they do not already.
This allows scoring functions to accept mixed input types, enabling them to be
used within a meta-estimator (or function that accepts estimators), with a
pipeline that moves input arrays between devices (e.g., CPU to GPU)."
